slice,value,n,accuracy,macro_f1,model_name,seed,split_name,calibrated
subcase,sn_PP_on_subject,1000,0.43,0.3006993006993007,compact,17,hans,True
subcase,sn_past_participle,1000,0.271,0.21321793863099922,compact,17,hans,True
subcase,sn_relative_clause_on_subject,1000,0.404,0.28774928774928776,compact,17,hans,True
template,temp1,1000,0.352,0.2603550295857988,compact,17,hans,True
template,temp10,82,0.6219512195121951,0.38345864661654133,compact,17,hans,True
template,temp11,84,0.6309523809523809,0.38686131386861317,compact,17,hans,True
template,temp12,81,0.5432098765432098,0.352,compact,17,hans,True
template,temp13,76,0.5526315789473685,0.3559322033898305,compact,17,hans,True
template,temp14,81,0.5802469135802469,0.3671875,compact,17,hans,True
template,temp15,100,0.64,0.3902439024390244,compact,17,hans,True
template,temp16,80,0.5875,0.3700787401574803,compact,17,hans,True
template,temp17,68,0.6029411764705882,0.3761467889908257,compact,17,hans,True
template,temp18,92,0.5760869565217391,0.36551724137931035,compact,17,hans,True
template,temp19,86,0.6162790697674418,0.381294964028777,compact,17,hans,True
template,temp2,177,0.6440677966101694,0.3917525773195876,compact,17,hans,True
template,temp20,505,0.500990099009901,0.3337730870712401,compact,17,hans,True
template,temp21,495,0.5454545454545454,0.35294117647058826,compact,17,hans,True
template,temp22,236,0.614406779661017,0.3805774278215223,compact,17,hans,True
template,temp23,245,0.6693877551020408,0.40097799511002447,compact,17,hans,True
template,temp24,291,0.5807560137457045,0.3673913043478261,compact,17,hans,True
template,temp25,228,0.5482456140350878,0.35410764872521244,compact,17,hans,True
template,temp26,266,0.31954887218045114,0.24216524216524216,compact,17,hans,True
template,temp27,225,0.4,0.2857142857142857,compact,17,hans,True
template,temp28,256,0.37109375,0.2706552706552707,compact,17,hans,True
template,temp29,253,0.4189723320158103,0.29526462395543174,compact,17,hans,True
template,temp3,173,0.6473988439306358,0.3929824561403509,compact,17,hans,True
template,temp30,1000,0.394,0.28263988522238165,compact,17,hans,True
template,temp31,1000,0.43,0.3006993006993007,compact,17,hans,True
template,temp32,492,0.4715447154471545,0.32044198895027626,compact,17,hans,True
template,temp33,508,0.4645669291338583,0.3172043010752688,compact,17,hans,True
template,temp35,510,0.515686274509804,0.34023285899094435,compact,17,hans,True
template,temp36,490,0.4,0.2857142857142857,compact,17,hans,True
template,temp37,1000,0.552,0.3556701030927835,compact,17,hans,True
template,temp38,1000,0.43,0.3006993006993007,compact,17,hans,True
template,temp39,1000,0.404,0.28774928774928776,compact,17,hans,True
template,temp4,152,0.6052631578947368,0.3770491803278688,compact,17,hans,True
template,temp40,595,0.29747899159663865,0.22927461139896374,compact,17,hans,True
template,temp41,405,0.23209876543209876,0.18837675350701402,compact,17,hans,True
template,temp42,850,0.4964705882352941,0.33176100628930816,compact,17,hans,True
template,temp43,150,0.5866666666666667,0.3697478991596639,compact,17,hans,True
template,temp44,617,0.5996758508914101,0.37487335359675783,compact,17,hans,True
template,temp45,383,0.39947780678851175,0.28544776119402987,compact,17,hans,True
template,temp46,1000,0.815,0.4490358126721763,compact,17,hans,True
template,temp47,1000,0.827,0.4526546250684182,compact,17,hans,True
template,temp48,1000,0.379,0.27483683828861494,compact,17,hans,True
template,temp49,1000,0.362,0.2657856093979442,compact,17,hans,True
template,temp5,157,0.6878980891719745,0.4075471698113208,compact,17,hans,True
template,temp50,1000,0.62,0.38271604938271603,compact,17,hans,True
template,temp51,1000,0.472,0.32065217391304346,compact,17,hans,True
template,temp52,1000,0.444,0.3074792243767313,compact,17,hans,True
template,temp53,471,0.5562632696390658,0.35743519781718963,compact,17,hans,True
template,temp54,529,0.5179584120982986,0.3412204234122042,compact,17,hans,True
template,temp58,1000,0.344,0.25595238095238093,compact,17,hans,True
template,temp59,1000,0.448,0.30939226519337015,compact,17,hans,True
template,temp6,147,0.5986394557823129,0.37446808510638296,compact,17,hans,True
template,temp60,1000,0.447,0.308914996544575,compact,17,hans,True
template,temp61,1000,0.511,0.3381866313699537,compact,17,hans,True
template,temp62,480,0.48125,0.32489451476793246,compact,17,hans,True
template,temp63,520,0.4846153846153846,0.32642487046632124,compact,17,hans,True
template,temp68,1000,0.618,0.3819530284301607,compact,17,hans,True
template,temp7,194,0.6494845360824743,0.39375,compact,17,hans,True
template,temp8,69,0.5797101449275363,0.3669724770642202,compact,17,hans,True
template,temp9,101,0.6039603960396039,0.3765432098765432,compact,17,hans,True
has_negation,False,29510,0.4935615045747204,0.4934848624986913,compact,17,hans,True
has_negation,True,490,0.5551020408163265,0.5267168808152415,compact,17,hans,True
lexical_overlap_bucket,all,30000,0.49456666666666665,0.49453350300979915,compact,17,hans,True
has_negation,False,9548,0.7532467532467533,0.7513539421394934,compact,42,snli_test,True
has_negation,True,276,0.7717391304347826,0.7103311322048803,compact,42,snli_test,True
lexical_overlap_bucket,low,3573,0.76042541281836,0.7530029486257019,compact,42,snli_test,True
lexical_overlap_bucket,mid,3264,0.7356004901960784,0.7358632942366076,compact,42,snli_test,True
lexical_overlap_bucket,high,2987,0.7656511550050218,0.7007047449028385,compact,42,snli_test,True
premise_len_bucket,short,3422,0.7597895967270601,0.7575634367599179,compact,42,snli_test,True
premise_len_bucket,mid,3427,0.7630580682812956,0.7613609963299542,compact,42,snli_test,True
premise_len_bucket,long,2975,0.7361344537815127,0.73472650347792,compact,42,snli_test,True
hypothesis_len_bucket,short,4324,0.7809898242368177,0.7614046413416987,compact,42,snli_test,True
hypothesis_len_bucket,mid,2683,0.7439433469996273,0.7408380825979645,compact,42,snli_test,True
hypothesis_len_bucket,long,2817,0.721334753283635,0.7142396904017718,compact,42,snli_test,True
has_negation,False,6537,0.44944163989597674,0.4280848120062198,compact,42,mnli_matched,True
has_negation,True,3278,0.45729103111653446,0.4262800980104517,compact,42,mnli_matched,True
lexical_overlap_bucket,low,3312,0.5003019323671497,0.4711890661591763,compact,42,mnli_matched,True
lexical_overlap_bucket,mid,3232,0.44801980198019803,0.44532854291929125,compact,42,mnli_matched,True
lexical_overlap_bucket,high,3271,0.4072149189850199,0.39340955202077504,compact,42,mnli_matched,True
premise_len_bucket,short,3568,0.4882286995515695,0.4867834034698674,compact,42,mnli_matched,True
premise_len_bucket,mid,3115,0.47383627608346707,0.4726650928402106,compact,42,mnli_matched,True
premise_len_bucket,long,3132,0.3892081736909323,0.3722734673398607,compact,42,mnli_matched,True
hypothesis_len_bucket,short,3998,0.46773386693346675,0.4658851538861755,compact,42,mnli_matched,True
hypothesis_len_bucket,mid,2909,0.46029563423856995,0.454858198605464,compact,42,mnli_matched,True
hypothesis_len_bucket,long,2908,0.422283356258597,0.4030015377591772,compact,42,mnli_matched,True
has_negation,False,6615,0.4482237339380197,0.4212261972203959,compact,42,mnli_mismatched,True
has_negation,True,3217,0.4771526266708113,0.42994594777311484,compact,42,mnli_mismatched,True
lexical_overlap_bucket,low,3310,0.49667673716012084,0.46757114366971325,compact,42,mnli_mismatched,True
lexical_overlap_bucket,mid,3447,0.46069045546852333,0.4582256756989271,compact,42,mnli_mismatched,True
lexical_overlap_bucket,high,3075,0.41235772357723577,0.39478644901192633,compact,42,mnli_mismatched,True
premise_len_bucket,short,3555,0.5068917018284107,0.5071589418964323,compact,42,mnli_mismatched,True
premise_len_bucket,mid,3029,0.466160448993067,0.46792740115330705,compact,42,mnli_mismatched,True
premise_len_bucket,long,3248,0.395935960591133,0.38208285282641735,compact,42,mnli_mismatched,True
hypothesis_len_bucket,short,4208,0.4866920152091255,0.4865944298221607,compact,42,mnli_mismatched,True
hypothesis_len_bucket,mid,2754,0.4553376906318083,0.4522652890182781,compact,42,mnli_mismatched,True
hypothesis_len_bucket,long,2870,0.41742160278745644,0.3988376931825722,compact,42,mnli_mismatched,True
heuristic,constituent,10000,0.4866,0.4705329845575077,compact,42,hans,True
heuristic,lexical_overlap,10000,0.4942,0.47529811843025627,compact,42,hans,True
heuristic,subsequence,10000,0.5135,0.48452165819072995,compact,42,hans,True
subcase,ce_adverb,1000,0.797,0.44351697273233165,compact,42,hans,True
subcase,ce_after_since_clause,1000,0.541,0.3510707332900714,compact,42,hans,True
subcase,ce_conjunction,1000,0.605,0.37694704049844235,compact,42,hans,True
subcase,ce_embedded_under_since,1000,0.638,0.3894993894993895,compact,42,hans,True
subcase,ce_embedded_under_verb,1000,0.723,0.4196169471851422,compact,42,hans,True
subcase,cn_adverb,1000,0.126,0.11190053285968028,compact,42,hans,True
subcase,cn_after_if_clause,1000,0.385,0.2779783393501805,compact,42,hans,True
subcase,cn_disjunction,1000,0.378,0.274310595065312,compact,42,hans,True
subcase,cn_embedded_under_if,1000,0.431,0.30118798043326345,compact,42,hans,True
subcase,cn_embedded_under_verb,1000,0.242,0.19484702093397746,compact,42,hans,True
subcase,le_around_prepositional_phrase,1000,0.686,0.4068801897983393,compact,42,hans,True
subcase,le_around_relative_clause,1000,0.653,0.39503932244404116,compact,42,hans,True
subcase,le_conjunction,1000,0.736,0.423963133640553,compact,42,hans,True
subcase,le_passive,1000,0.689,0.4079336885731202,compact,42,hans,True
subcase,le_relative_clause,1000,0.656,0.3961352657004831,compact,42,hans,True
subcase,ln_conjunction,1000,0.306,0.2343032159264931,compact,42,hans,True
subcase,ln_passive,1000,0.282,0.21996879875195008,compact,42,hans,True
subcase,ln_preposition,1000,0.364,0.2668621700879765,compact,42,hans,True
subcase,ln_relative_clause,1000,0.351,0.2598075499629904,compact,42,hans,True
subcase,ln_subject/object_swap,1000,0.219,0.17965545529122232,compact,42,hans,True
subcase,se_PP_on_obj,1000,0.679,0.4044073853484217,compact,42,hans,True
subcase,se_adjective,1000,0.881,0.468367889420521,compact,42,hans,True
subcase,se_conjunction,1000,0.739,0.4249568717653824,compact,42,hans,True
subcase,se_relative_clause_on_obj,1000,0.634,0.3880048959608323,compact,42,hans,True
subcase,se_understood_object,1000,0.82,0.45054945054945056,compact,42,hans,True
subcase,sn_NP/S,1000,0.276,0.21630094043887146,compact,42,hans,True
subcase,sn_NP/Z,1000,0.389,0.28005759539236863,compact,42,hans,True
subcase,sn_PP_on_subject,1000,0.253,0.20191540303272146,compact,42,hans,True
subcase,sn_past_participle,1000,0.212,0.17491749174917492,compact,42,hans,True
subcase,sn_relative_clause_on_subject,1000,0.252,0.2012779552715655,compact,42,hans,True
template,temp1,1000,0.219,0.17965545529122232,compact,42,hans,True
template,temp10,82,0.3902439024390244,0.2807017543859649,compact,42,hans,True
template,temp11,84,0.4166666666666667,0.29411764705882354,compact,42,hans,True
template,temp12,81,0.25925925925925924,0.20588235294117646,compact,42,hans,True
template,temp13,76,0.3815789473684211,0.2761904761904762,compact,42,hans,True
template,temp14,81,0.3333333333333333,0.25,compact,42,hans,True
template,temp15,100,0.45,0.3103448275862069,compact,42,hans,True
template,temp16,80,0.4125,0.2920353982300885,compact,42,hans,True
template,temp17,68,0.29411764705882354,0.22727272727272727,compact,42,hans,True
template,temp18,92,0.2608695652173913,0.20689655172413793,compact,42,hans,True
template,temp19,86,0.20930232558139536,0.17307692307692307,compact,42,hans,True
template,temp2,177,0.3446327683615819,0.25630252100840334,compact,42,hans,True
template,temp20,505,0.300990099009901,0.2313546423135464,compact,42,hans,True
template,temp21,495,0.26262626262626265,0.208,compact,42,hans,True
template,temp22,236,0.2627118644067797,0.2080536912751678,compact,42,hans,True
template,temp23,245,0.3469387755102041,0.25757575757575757,compact,42,hans,True
template,temp24,291,0.28865979381443296,0.224,compact,42,hans,True
template,temp25,228,0.32894736842105265,0.24752475247524752,compact,42,hans,True
template,temp26,266,0.650375939849624,0.3940774487471526,compact,42,hans,True
template,temp27,225,0.6266666666666667,0.38524590163934425,compact,42,hans,True
template,temp28,256,0.640625,0.3904761904761905,compact,42,hans,True
template,temp29,253,0.7035573122529645,0.41299303944315546,compact,42,hans,True
template,temp3,173,0.36416184971098264,0.2669491525423729,compact,42,hans,True
template,temp30,1000,0.686,0.4068801897983393,compact,42,hans,True
template,temp31,1000,0.653,0.39503932244404116,compact,42,hans,True
template,temp32,492,0.7032520325203252,0.4128878281622912,compact,42,hans,True
template,temp33,508,0.7677165354330708,0.43429844097995546,compact,42,hans,True
template,temp35,510,0.6901960784313725,0.40835266821345706,compact,42,hans,True
template,temp36,490,0.6877551020408164,0.407496977025393,compact,42,hans,True
template,temp37,1000,0.276,0.21630094043887146,compact,42,hans,True
template,temp38,1000,0.253,0.20191540303272146,compact,42,hans,True
template,temp39,1000,0.252,0.2012779552715655,compact,42,hans,True
template,temp4,152,0.375,0.2727272727272727,compact,42,hans,True
template,temp40,595,0.2319327731092437,0.1882673942701228,compact,42,hans,True
template,temp41,405,0.18271604938271604,0.1544885177453027,compact,42,hans,True
template,temp42,850,0.34352941176470586,0.25569176882662,compact,42,hans,True
template,temp43,150,0.6466666666666666,0.39271255060728744,compact,42,hans,True
template,temp44,617,0.7633711507293355,0.4329044117647059,compact,42,hans,True
template,temp45,383,0.6997389033942559,0.4116743471582181,compact,42,hans,True
template,temp46,1000,0.881,0.468367889420521,compact,42,hans,True
template,temp47,1000,0.82,0.45054945054945056,compact,42,hans,True
template,temp48,1000,0.634,0.3880048959608323,compact,42,hans,True
template,temp49,1000,0.679,0.4044073853484217,compact,42,hans,True
template,temp5,157,0.4140127388535032,0.2927927927927928,compact,42,hans,True
template,temp50,1000,0.431,0.30118798043326345,compact,42,hans,True
template,temp51,1000,0.385,0.2779783393501805,compact,42,hans,True
template,temp52,1000,0.242,0.19484702093397746,compact,42,hans,True
template,temp53,471,0.3248407643312102,0.24519230769230768,compact,42,hans,True
template,temp54,529,0.42533081285444235,0.2984084880636605,compact,42,hans,True
template,temp58,1000,0.126,0.11190053285968028,compact,42,hans,True
template,temp59,1000,0.638,0.3894993894993895,compact,42,hans,True
template,temp6,147,0.3197278911564626,0.2422680412371134,compact,42,hans,True
template,temp60,1000,0.541,0.3510707332900714,compact,42,hans,True
template,temp61,1000,0.723,0.4196169471851422,compact,42,hans,True
template,temp62,480,0.64375,0.3916349809885932,compact,42,hans,True
template,temp63,520,0.5692307692307692,0.3627450980392157,compact,42,hans,True
template,temp68,1000,0.797,0.44351697273233165,compact,42,hans,True
template,temp7,194,0.36597938144329895,0.2679245283018868,compact,42,hans,True
template,temp8,69,0.391304347826087,0.28125,compact,42,hans,True
template,temp9,101,0.39603960396039606,0.28368794326241137,compact,42,hans,True
has_negation,False,29510,0.4979667909183328,0.4759474884749104,compact,42,hans,True
has_negation,True,490,0.5061224489795918,0.5031342182890856,compact,42,hans,True
lexical_overlap_bucket,all,30000,0.4981,0.47710754042285675,compact,42,hans,True
has_negation,False,9548,0.7565982404692082,0.7550394951542211,compact,73,snli_test,True
has_negation,True,276,0.7789855072463768,0.725600081887507,compact,73,snli_test,True
lexical_overlap_bucket,low,3573,0.7500699692135461,0.7436569601831854,compact,73,snli_test,True
lexical_overlap_bucket,mid,3264,0.7457107843137255,0.7472704395304047,compact,73,snli_test,True
lexical_overlap_bucket,high,2987,0.7783729494476063,0.7208036106980126,compact,73,snli_test,True
premise_len_bucket,short,3422,0.7589129164231444,0.7579517333473218,compact,73,snli_test,True
premise_len_bucket,mid,3427,0.7656842719579807,0.7641188250466137,compact,73,snli_test,True
premise_len_bucket,long,2975,0.745546218487395,0.7438285272639303,compact,73,snli_test,True
hypothesis_len_bucket,short,4324,0.776595744680851,0.75653973996817,compact,73,snli_test,True
hypothesis_len_bucket,mid,2683,0.7476705180767798,0.7459369708257517,compact,73,snli_test,True
hypothesis_len_bucket,long,2817,0.736599219027334,0.7319824754414399,compact,73,snli_test,True
has_negation,False,6537,0.444546428025088,0.420447176965068,compact,73,mnli_matched,True
has_negation,True,3278,0.43715680292861503,0.4130359783933571,compact,73,mnli_matched,True
lexical_overlap_bucket,low,3312,0.4803743961352657,0.45147274535174703,compact,73,mnli_matched,True
lexical_overlap_bucket,mid,3232,0.44523514851485146,0.4416255908521242,compact,73,mnli_matched,True
lexical_overlap_bucket,high,3271,0.40018343014368696,0.38476996918990575,compact,73,mnli_matched,True
premise_len_bucket,short,3568,0.4829035874439462,0.4813898302760588,compact,73,mnli_matched,True
premise_len_bucket,mid,3115,0.46003210272873196,0.4574446198703241,compact,73,mnli_matched,True
premise_len_bucket,long,3132,0.3777139208173691,0.36279789578969873,compact,73,mnli_matched,True
hypothesis_len_bucket,short,3998,0.4612306153076538,0.4600297426565965,compact,73,mnli_matched,True
hypothesis_len_bucket,mid,2909,0.43451357854932965,0.4272957844296808,compact,73,mnli_matched,True
hypothesis_len_bucket,long,2908,0.42331499312242094,0.39882477787311926,compact,73,mnli_matched,True
has_negation,False,6615,0.4456538170823885,0.421064235208988,compact,73,mnli_mismatched,True
has_negation,True,3217,0.47497668635374574,0.43039129105220625,compact,73,mnli_mismatched,True
lexical_overlap_bucket,low,3310,0.5075528700906344,0.46816880682461054,compact,73,mnli_mismatched,True
lexical_overlap_bucket,mid,3447,0.45546852335364085,0.45258021166294243,compact,73,mnli_mismatched,True
lexical_overlap_bucket,high,3075,0.3986991869918699,0.3842916549727607,compact,73,mnli_mismatched,True
premise_len_bucket,short,3555,0.49170182841068916,0.49253089946785894,compact,73,mnli_mismatched,True
premise_len_bucket,mid,3029,0.4671508748761968,0.46641116639872043,compact,73,mnli_mismatched,True
premise_len_bucket,long,3248,0.4042487684729064,0.3938947246284695,compact,73,mnli_mismatched,True
hypothesis_len_bucket,short,4208,0.4790874524714829,0.48017791160620266,compact,73,mnli_mismatched,True
hypothesis_len_bucket,mid,2754,0.4651416122004357,0.459116477791488,compact,73,mnli_mismatched,True
hypothesis_len_bucket,long,2870,0.410801393728223,0.38815824856000325,compact,73,mnli_mismatched,True
heuristic,constituent,10000,0.4871,0.48709974867887684,compact,73,hans,True
heuristic,lexical_overlap,10000,0.4983,0.49829236902693286,compact,73,hans,True
heuristic,subsequence,10000,0.4813,0.47988820333802273,compact,73,hans,True
subcase,ce_adverb,1000,0.583,0.36828806064434616,compact,73,hans,True
subcase,ce_after_since_clause,1000,0.424,0.29775280898876405,compact,73,hans,True
subcase,ce_conjunction,1000,0.444,0.3074792243767313,compact,73,hans,True
subcase,ce_embedded_under_since,1000,0.44,0.3055555555555556,compact,73,hans,True
subcase,ce_embedded_under_verb,1000,0.541,0.3510707332900714,compact,73,hans,True
subcase,cn_adverb,1000,0.318,0.24127465857359637,compact,73,hans,True
subcase,cn_after_if_clause,1000,0.512,0.3386243386243386,compact,73,hans,True
subcase,cn_disjunction,1000,0.568,0.3622448979591837,compact,73,hans,True
subcase,cn_embedded_under_if,1000,0.65,0.3939393939393939,compact,73,hans,True
subcase,cn_embedded_under_verb,1000,0.391,0.28109273903666426,compact,73,hans,True
subcase,le_around_prepositional_phrase,1000,0.469,0.3192648059904697,compact,73,hans,True
subcase,le_around_relative_clause,1000,0.458,0.31412894375857336,compact,73,hans,True
subcase,le_conjunction,1000,0.525,0.3442622950819672,compact,73,hans,True
subcase,le_passive,1000,0.55,0.3548387096774194,compact,73,hans,True
subcase,le_relative_clause,1000,0.47,0.3197278911564626,compact,73,hans,True
subcase,ln_conjunction,1000,0.506,0.33598937583001326,compact,73,hans,True
subcase,ln_passive,1000,0.434,0.30264993026499304,compact,73,hans,True
subcase,ln_preposition,1000,0.577,0.3658845909955612,compact,73,hans,True
subcase,ln_relative_clause,1000,0.527,0.34512115258677145,compact,73,hans,True
subcase,ln_subject/object_swap,1000,0.467,0.3183367416496251,compact,73,hans,True
subcase,se_PP_on_obj,1000,0.411,0.29128277817150955,compact,73,hans,True
subcase,se_adjective,1000,0.657,0.3964996982498491,compact,73,hans,True
subcase,se_conjunction,1000,0.54,0.35064935064935066,compact,73,hans,True
subcase,se_relative_clause_on_obj,1000,0.461,0.31553730321697465,compact,73,hans,True
subcase,se_understood_object,1000,0.598,0.3742177722152691,compact,73,hans,True
subcase,sn_NP/S,1000,0.571,0.3634627625716104,compact,73,hans,True
subcase,sn_NP/Z,1000,0.499,0.33288859239492996,compact,73,hans,True
subcase,sn_PP_on_subject,1000,0.428,0.29971988795518206,compact,73,hans,True
subcase,sn_past_participle,1000,0.268,0.2113564668769716,compact,73,hans,True
subcase,sn_relative_clause_on_subject,1000,0.38,0.2753623188405797,compact,73,hans,True
template,temp1,1000,0.467,0.3183367416496251,compact,73,hans,True
template,temp10,82,0.573170731707317,0.3643410852713178,compact,73,hans,True
template,temp11,84,0.6190476190476191,0.38235294117647056,compact,73,hans,True
template,temp12,81,0.5061728395061729,0.3360655737704918,compact,73,hans,True
template,temp13,76,0.5657894736842105,0.36134453781512604,compact,73,hans,True
template,temp14,81,0.5555555555555556,0.35714285714285715,compact,73,hans,True
template,temp15,100,0.62,0.38271604938271603,compact,73,hans,True
template,temp16,80,0.575,0.36507936507936506,compact,73,hans,True
template,temp17,68,0.4411764705882353,0.30612244897959184,compact,73,hans,True
template,temp18,92,0.41304347826086957,0.2923076923076923,compact,73,hans,True
template,temp19,86,0.36046511627906974,0.26495726495726496,compact,73,hans,True
template,temp2,177,0.559322033898305,0.358695652173913,compact,73,hans,True
template,temp20,505,0.4079207920792079,0.28973277074542897,compact,73,hans,True
template,temp21,495,0.46060606060606063,0.3153526970954357,compact,73,hans,True
template,temp22,236,0.5296610169491526,0.3462603878116344,compact,73,hans,True
template,temp23,245,0.5795918367346938,0.3669250645994832,compact,73,hans,True
template,temp24,291,0.4742268041237113,0.32167832167832167,compact,73,hans,True
template,temp25,228,0.44298245614035087,0.3069908814589666,compact,73,hans,True
template,temp26,266,0.39473684210526316,0.2830188679245283,compact,73,hans,True
template,temp27,225,0.40444444444444444,0.2879746835443038,compact,73,hans,True
template,temp28,256,0.5,0.3333333333333333,compact,73,hans,True
template,temp29,253,0.5770750988142292,0.3659147869674185,compact,73,hans,True
template,temp3,173,0.5895953757225434,0.3709090909090909,compact,73,hans,True
template,temp30,1000,0.469,0.3192648059904697,compact,73,hans,True
template,temp31,1000,0.458,0.31412894375857336,compact,73,hans,True
template,temp32,492,0.5467479674796748,0.35348226018396844,compact,73,hans,True
template,temp33,508,0.5039370078740157,0.33507853403141363,compact,73,hans,True
template,temp35,510,0.5764705882352941,0.3656716417910448,compact,73,hans,True
template,temp36,490,0.5224489795918368,0.34316353887399464,compact,73,hans,True
template,temp37,1000,0.571,0.3634627625716104,compact,73,hans,True
template,temp38,1000,0.428,0.29971988795518206,compact,73,hans,True
